symbol,hgnc_id,num_unique_missense,num_unique_missense_vus
ELAC2,HGNC:14198,76,58
EMD,HGNC:3331,95,58
F5,HGNC:3542,106,58
IL7R,HGNC:6024,89,58
MYO5B,HGNC:7603,95,58
PLA2G6,HGNC:9039,125,58
WDR35,HGNC:29250,86,58
ASS1,HGNC:758,121,57
BTD,HGNC:1122,186,57
EPCAM,HGNC:11529,73,57
FANCL,HGNC:20748,76,57
GMPPB,HGNC:22932,75,57
HLCS,HGNC:4976,93,57
LCA5,HGNC:31923,76,57
RAG2,HGNC:9832,88,57
RPE65,HGNC:10294,100,57
RSPH4A,HGNC:21558,80,57
SLC7A7,HGNC:11065,75,57
ST3GAL5,HGNC:10872,69,57
STRADA,HGNC:30172,62,57
TAP2,HGNC:44,72,57
TULP1,HGNC:12423,78,57
UBA1,HGNC:12469,75,57
UNC93B1,HGNC:13481,67,57
ATL1,HGNC:11231,95,56
CNNM4,HGNC:105,62,56
COL17A1,HGNC:2194,92,56
EFEMP2,HGNC:3219,65,56
HUWE1,HGNC:30892,108,56
KCNA1,HGNC:6218,63,56
MYH8,HGNC:7578,88,56
PEX13,HGNC:8855,66,56
PNPO,HGNC:30260,71,56
PRSS1,HGNC:9475,75,56
TCIRG1,HGNC:11647,99,56
TNNC1,HGNC:11943,66,56
ZNF408,HGNC:20041,62,56
ALG2,HGNC:23159,64,55
BBS7,HGNC:18758,72,55
COL18A1,HGNC:2195,96,55
COQ8A,HGNC:16812,98,55
DPYD,HGNC:3012,97,55
GATA6,HGNC:4174,72,55
IL10RA,HGNC:5964,73,55
KCTD7,HGNC:21957,66,55
PHKB,HGNC:8927,71,55
STIL,HGNC:10879,75,55
TCN2,HGNC:11653,83,55
TFG,HGNC:11758,64,55
TMEM67,HGNC:28396,91,55
USH1G,HGNC:16356,67,55
XPC,HGNC:12816,103,55
CHD8,HGNC:20153,101,54
CRYAB,HGNC:2389,63,54
CSF2RA,HGNC:2435,63,54
FAM161A,HGNC:25808,75,54
FAT4,HGNC:23109,106,54
FLVCR1,HGNC:24682,66,54
GLB1,HGNC:4298,140,54
KIF5A,HGNC:6323,78,54
NFKB2,HGNC:7795,66,54
NPHS1,HGNC:7908,149,54
SLC10A1,HGNC:10905,57,54
SLC12A3,HGNC:10912,140,54
TLR3,HGNC:11849,65,54
ZNF513,HGNC:26498,59,54
AIFM1,HGNC:8768,75,53
BCKDHB,HGNC:987,123,53
CACNB4,HGNC:1404,62,53
CEP78,HGNC:25740,63,53
CHKB,HGNC:1938,64,53
CNGA1,HGNC:2148,62,53
DNAAF3,HGNC:30492,68,53
DNAJB6,HGNC:14888,72,53
DTHD1,HGNC:37261,53,53
OPA1,HGNC:8140,119,53
PARN,HGNC:8609,66,53
SDCCAG8,HGNC:10671,68,53
SLC6A8,HGNC:11055,102,53
TINF2,HGNC:11824,70,53
ZAP70,HGNC:12858,62,53
CACNA2D1,HGNC:1399,59,52
CRTAP,HGNC:2379,59,52
CTRC,HGNC:2523,69,52
ETFDH,HGNC:3483,108,52
GBA2,HGNC:18986,66,52
GPD1L,HGNC:28956,57,52
KCND3,HGNC:6239,71,52
PC,HGNC:8636,83,52
RNASEH2A,HGNC:18518,61,52
ROM1,HGNC:10254,61,52
SPTB,HGNC:11274,67,52
TNFRSF13B,HGNC:18153,73,52
TNFRSF1A,HGNC:11916,76,52
TRIOBP,HGNC:17009,125,52
ACTA1,HGNC:129,125,51
AP4E1,HGNC:573,63,51
ASL,HGNC:746,102,51
BCOR,HGNC:20893,107,51
COL4A1,HGNC:2202,131,51
CYP4V2,HGNC:23198,68,51
DNAJB2,HGNC:5228,56,51
FAH,HGNC:3579,98,51
GABRB2,HGNC:4082,78,51
L1CAM,HGNC:6470,104,51
MAN1B1,HGNC:6823,74,51
PEX12,HGNC:8854,78,51
SAMHD1,HGNC:15925,69,51
SEMA4A,HGNC:10729,70,51
SLC7A14,HGNC:29326,58,51
STAT2,HGNC:11363,60,51
TAP1,HGNC:43,71,51
TTR,HGNC:12405,108,51
ZBTB24,HGNC:21143,61,51
ADAMTSL4,HGNC:19706,75,50
ANK1,HGNC:492,73,50
ATP6V0A2,HGNC:18481,64,50
CAPN5,HGNC:1482,58,50
GABRD,HGNC:4084,56,50
MKKS,HGNC:7108,72,50
MLYCD,HGNC:7150,69,50
NGF,HGNC:7808,56,50
PEX14,HGNC:8856,59,50
PRPF8,HGNC:17340,61,50
SI,HGNC:10856,64,50
STAT3,HGNC:11364,98,50
TMC1,HGNC:16513,73,50
ACD,HGNC:25070,53,49
ADAMTS17,HGNC:17109,63,49
ARHGEF9,HGNC:14561,65,49
DNM1,HGNC:2972,95,49
GOSR2,HGNC:4431,58,49
IKBKB,HGNC:5960,61,49
PEX16,HGNC:8857,55,49
SMC1A,HGNC:11111,124,49
SUN2,HGNC:14210,66,49
TGM1,HGNC:11777,125,49
WASHC5,HGNC:28984,68,49
WNT10A,HGNC:13829,81,49
ADA,HGNC:186,89,48
EMC1,HGNC:28957,60,48
FANCB,HGNC:3583,92,48
FOXG1,HGNC:3811,195,48
HCFC1,HGNC:4839,70,48
HSPB8,HGNC:30171,60,48
NEK8,HGNC:13387,52,48
RGS9,HGNC:10004,58,48
SLC9A6,HGNC:11079,72,48
TRAF3IP1,HGNC:17861,56,48
TTC8,HGNC:20087,54,48
C12orf57,HGNC:29521,51,47
CASK,HGNC:1497,95,47
CDAN1,HGNC:1713,71,47
COG1,HGNC:6545,64,47
EHHADH,HGNC:3247,72,47
GRN,HGNC:4601,81,47
ILK,HGNC:6040,53,47
OTOGL,HGNC:26901,107,47
PEX26,HGNC:22965,61,47
PRPH2,HGNC:9942,117,47
SERPINI1,HGNC:8943,63,47
STING1,HGNC:27962,60,47
TSEN54,HGNC:27561,84,47
VCP,HGNC:12666,63,47
ACP5,HGNC:124,57,46
ADAM9,HGNC:216,51,46
BCKDHA,HGNC:986,90,46
CERKL,HGNC:21699,74,46
CTSC,HGNC:2528,57,46
FREM1,HGNC:23399,89,46
GABRB3,HGNC:4083,77,46
HBB,HGNC:4827,138,46
KCNA2,HGNC:6220,66,46
MFRP,HGNC:18121,54,46
MVK,HGNC:7530,70,46
NCF2,HGNC:7661,67,46
NEK1,HGNC:7744,69,46
NLRP7,HGNC:22947,61,46
PCCA,HGNC:8653,107,46
PIGA,HGNC:8957,69,46
PRKN,HGNC:8607,78,46
SLC35C1,HGNC:20197,55,46
STX11,HGNC:11429,58,46
CYP11B1,HGNC:2591,93,45
DBH,HGNC:2689,64,45
EP300,HGNC:3373,130,45
FGFR3,HGNC:3690,96,45
HEXB,HGNC:4879,95,45
IGF1R,HGNC:5465,72,45
INSR,HGNC:6091,66,45
IQCB1,HGNC:28949,63,45
LTBP4,HGNC:6717,71,45
OFD1,HGNC:2567,102,45
RBFOX1,HGNC:18222,50,45
ROBO3,HGNC:13433,71,45
ALPK3,HGNC:17574,81,44
CACNA1D,HGNC:1391,57,44
EXT2,HGNC:3513,111,44
GFPT1,HGNC:4241,52,44
HADHA,HGNC:4801,91,44
KCNJ5,HGNC:6266,56,44
KIF1C,HGNC:6317,62,44
MALT1,HGNC:6819,51,44
PSMB8,HGNC:9545,50,44
SLC3A1,HGNC:11025,62,44
ST3GAL3,HGNC:10866,45,44
STAT5B,HGNC:11367,53,44
TAZ,HGNC:11577,72,44
TREX1,HGNC:12269,76,44
VPS45,HGNC:14579,50,44
BTK,HGNC:1133,105,43
CC2D1A,HGNC:30237,66,43
GALNS,HGNC:4122,109,43
GRIN1,HGNC:4584,92,43
MAP2K1,HGNC:6840,65,43
MTR,HGNC:7468,62,43
OCA2,HGNC:8101,99,43
PMP22,HGNC:9118,78,43
SATB2,HGNC:21637,105,43
SPATA7,HGNC:20423,63,43
TNXB,HGNC:11976,56,43
TRMU,HGNC:25481,84,43
TUB,HGNC:12406,48,43
AARS2,HGNC:21022,78,42
ABHD12,HGNC:15868,52,42
AFG3L2,HGNC:315,67,42
BBS4,HGNC:969,61,42
CEP83,HGNC:17966,51,42
D2HGDH,HGNC:28358,57,42
HAX1,HGNC:16915,51,42
HERC2,HGNC:4868,61,42
KCNJ11,HGNC:6257,92,42
MTO1,HGNC:19261,63,42
MTTP,HGNC:7467,70,42
PIK3R1,HGNC:8979,49,42
POR,HGNC:9208,56,42
ROR2,HGNC:10257,83,42
SHOC2,HGNC:15454,50,42
SRPX2,HGNC:30668,63,42
STAC3,HGNC:28423,46,42
TFR2,HGNC:11762,70,42
AHR,HGNC:348,43,41
ARMC9,HGNC:20730,53,41
CALR3,HGNC:20407,51,41
CLCN4,HGNC:2022,63,41
COL4A2,HGNC:2203,92,41
DCLRE1B,HGNC:17641,44,41
ERCC5,HGNC:3437,70,41
FHL2,HGNC:3703,47,41
GAS8,HGNC:4166,60,41
GPHN,HGNC:15465,45,41
HNF1A,HGNC:11621,118,41
MED13L,HGNC:22962,124,41
NME8,HGNC:16473,54,41
PRDM13,HGNC:13998,44,41
RORC,HGNC:10260,46,41
TAPBP,HGNC:11566,51,41
ADGRG1,HGNC:4512,69,40
AFF2,HGNC:3776,51,40
ALDOB,HGNC:417,65,40
AMPD3,HGNC:470,46,40
COG5,HGNC:14857,59,40
HMGCS2,HGNC:5008,51,40
HNRNPDL,HGNC:5037,46,40
HR,HGNC:5172,67,40
IMPDH1,HGNC:6052,53,40
MYH3,HGNC:7573,98,40
RNF43,HGNC:18505,43,40
SIL1,HGNC:24624,53,40
STAT1,HGNC:11362,70,40
ABCA1,HGNC:29,87,39
AIPL1,HGNC:359,59,39
ALG6,HGNC:23157,68,39
FOLR1,HGNC:3791,46,39
MYOZ2,HGNC:1330,47,39
OTC,HGNC:8512,114,39
PHEX,HGNC:8918,257,39
REEP1,HGNC:25786,50,39
SAG,HGNC:10521,51,39
SLC10A2,HGNC:10906,47,39
TNNT1,HGNC:11948,43,39
VLDLR,HGNC:12698,49,39
ACAD8,HGNC:87,52,38
ADAMTSL2,HGNC:14631,39,38
CABP4,HGNC:1386,46,38
CD36,HGNC:1663,49,38
EXT1,HGNC:3512,144,38
FOXE3,HGNC:3808,51,38
GALE,HGNC:4116,46,38
HNF1B,HGNC:11630,66,38
ITPA,HGNC:6176,45,38
KAT6B,HGNC:17582,88,38
MATR3,HGNC:6912,50,38
PEX11B,HGNC:8853,39,38
PEX2,HGNC:9717,58,38
POMK,HGNC:26267,50,38
PRKCG,HGNC:9402,52,38
PROS1,HGNC:9456,55,38
PURA,HGNC:9701,119,38
RTTN,HGNC:18654,70,38
SERPINA1,HGNC:8941,71,38
SLC34A3,HGNC:20305,73,38
ADAMTS13,HGNC:1366,68,37
ANO10,HGNC:25519,52,37
ARL13B,HGNC:25419,47,37
CCDC151,HGNC:28303,48,37
CPT1A,HGNC:2328,60,37
DDHD1,HGNC:19714,54,37
ERCC2,HGNC:3434,60,37
FA2H,HGNC:21197,62,37
FPR1,HGNC:3826,48,37
HMX1,HGNC:5017,38,37
IRF8,HGNC:5358,44,37
IVD,HGNC:6186,83,37
KCNE1,HGNC:6240,58,37
PHYH,HGNC:8940,49,37
PMM2,HGNC:9115,99,37
PRSS12,HGNC:9477,47,37
PYGL,HGNC:9725,56,37
RFXANK,HGNC:9987,45,37
SLC12A1,HGNC:10910,54,37
TMEM237,HGNC:14432,48,37
VPS33B,HGNC:12712,48,37
APP,HGNC:620,54,36
ARSG,HGNC:24102,38,36
DNAAF4,HGNC:21493,51,36
DPM1,HGNC:3005,43,36
DSG4,HGNC:21307,56,36
EEF1A2,HGNC:3192,57,36
FUS,HGNC:4010,55,36
GPBAR1,HGNC:19680,41,36
HPS5,HGNC:17022,60,36
LCT,HGNC:6530,46,36
LIMS2,HGNC:16084,38,36
LRRC6,HGNC:16725,53,36
NCF4,HGNC:7662,40,36
ORAI1,HGNC:25896,47,36
PLK4,HGNC:11397,43,36
PRPF6,HGNC:15860,37,36
SLC12A6,HGNC:10914,51,36
SLC26A2,HGNC:10994,97,36
TRAF3IP2,HGNC:1343,51,36
ANKS6,HGNC:26724,54,35
CCDC65,HGNC:29937,49,35
CHST14,HGNC:24464,44,35
CLUAP1,HGNC:19009,37,35
ELN,HGNC:3327,114,35
FGFR1,HGNC:3688,83,35
GLIS3,HGNC:28510,63,35
KIZ,HGNC:15865,47,35
KLHL41,HGNC:16905,49,35
MTRR,HGNC:7473,65,35
NPR2,HGNC:7944,51,35
NSUN2,HGNC:25994,48,35
RHO,HGNC:10012,80,35
SLC6A3,HGNC:11049,41,35
SLMAP,HGNC:16643,39,35
SPART,HGNC:18514,47,35
TMPRSS6,HGNC:16517,50,35
TPO,HGNC:12015,68,35
UGT1A1,HGNC:12530,42,35
ALDH4A1,HGNC:406,51,34
ATF6,HGNC:791,42,34
CCT5,HGNC:1618,38,34
CEP41,HGNC:12370,41,34
DBT,HGNC:2698,65,34
GALK1,HGNC:4118,53,34
GNB4,HGNC:20731,41,34
HAL,HGNC:4806,37,34
ITCH,HGNC:13890,36,34
KIF11,HGNC:6388,66,34
MTM1,HGNC:7448,148,34
NHS,HGNC:7820,81,34
PANK2,HGNC:15894,59,34
PGM3,HGNC:8907,44,34
SKIV2L,HGNC:10898,50,34
STRC,HGNC:16035,56,34
TDRD7,HGNC:30831,39,34
TPK1,HGNC:17358,42,34
TTBK2,HGNC:19141,65,34
ZMYND10,HGNC:19412,45,34
ACAD9,HGNC:21497,59,33
ACO2,HGNC:118,45,33
AR,HGNC:644,154,33
ATP6V1B1,HGNC:853,52,33
BAAT,HGNC:932,40,33
CASP8,HGNC:1509,36,33
CDON,HGNC:17104,69,33
CYBA,HGNC:2577,47,33
DPAGT1,HGNC:2995,45,33
EDA,HGNC:3157,130,33
GEN1,HGNC:26881,34,33
GSDME,HGNC:2810,52,33
HMGCL,HGNC:5005,49,33
HOGA1,HGNC:25155,51,33
IRAK4,HGNC:17967,43,33
ITGA2B,HGNC:6138,46,33
LAMC3,HGNC:6494,79,33
LEPR,HGNC:6554,42,33
LIFR,HGNC:6597,57,33
LITAF,HGNC:16841,47,33
MAK,HGNC:6816,45,33
MOCS1,HGNC:7190,48,33
PNP,HGNC:7892,40,33
RXYLT1,HGNC:13530,46,33
SCN4B,HGNC:10592,43,33
SLC5A2,HGNC:11037,38,33
TGM6,HGNC:16255,84,33
ALOX12B,HGNC:430,52,32
B4GALNT1,HGNC:4117,42,32
B4GAT1,HGNC:15685,38,32
BLNK,HGNC:14211,35,32
COG6,HGNC:18621,42,32
EGLN1,HGNC:1232,42,32
FGD1,HGNC:3663,53,32
FOXH1,HGNC:3814,42,32
GJC2,HGNC:17494,51,32
HPS4,HGNC:15844,52,32
IL10RB,HGNC:5965,40,32
IL2RA,HGNC:6008,36,32
KL,HGNC:6344,44,32
LPIN1,HGNC:13345,43,32
MARVELD2,HGNC:26401,46,32
MEF2C,HGNC:6996,57,32
MMAB,HGNC:19331,54,32
PSEN1,HGNC:9508,77,32
SLC17A8,HGNC:20151,39,32
TRPM6,HGNC:17995,51,32
WIPF1,HGNC:12736,39,32
AP4M1,HGNC:574,47,31
CTLA4,HGNC:2505,43,31
CTNS,HGNC:2518,69,31
EIF2AK3,HGNC:3255,44,31
ENAM,HGNC:3344,43,31
FKBP10,HGNC:18169,43,31
FTCD,HGNC:3974,46,31
GBE1,HGNC:4180,68,31
GCH1,HGNC:4193,60,31
HNF4A,HGNC:5024,57,31
IGLL1,HGNC:5870,47,31
IL2RG,HGNC:6010,69,31
LBR,HGNC:6518,48,31
MMAA,HGNC:18871,60,31
PEX7,HGNC:8860,55,31
PROC,HGNC:9451,55,31
REST,HGNC:9966,47,31
RFXAP,HGNC:9988,35,31
RGR,HGNC:9990,34,31
SLC16A2,HGNC:10923,66,31
SLCO1B3,HGNC:10961,44,31
SPR,HGNC:11257,37,31
TDP1,HGNC:18884,38,31
THRB,HGNC:11799,70,31
TMPRSS3,HGNC:11877,59,31
TNFRSF4,HGNC:11918,38,31
TRAF3,HGNC:12033,33,31
WAS,HGNC:12731,75,31
ACBD5,HGNC:23338,34,30
AK2,HGNC:362,40,30
CYBB,HGNC:2578,77,30
FAS,HGNC:11920,51,30
FOXP3,HGNC:6106,52,30
GATAD1,HGNC:29941,35,30
GJA5,HGNC:4279,30,30
HPS3,HGNC:15597,52,30
HSD3B7,HGNC:18324,41,30
ILDR1,HGNC:28741,47,30
KDM5C,HGNC:11114,67,30
LDLRAP1,HGNC:18640,46,30
LIPA,HGNC:6617,54,30
LRRC10,HGNC:20264,39,30
MCM4,HGNC:6947,35,30
NLGN4X,HGNC:14287,38,30
PINK1,HGNC:14581,47,30
RAB3GAP1,HGNC:17063,52,30
RLBP1,HGNC:10024,40,30
RSPH3,HGNC:21054,47,30
SIGMAR1,HGNC:8157,37,30
SLC39A13,HGNC:20859,38,30
STK4,HGNC:11408,34,30
TCTN2,HGNC:25774,43,30
ABCD4,HGNC:68,45,29
AGXT,HGNC:341,90,29
ALG12,HGNC:19358,39,29
ANO3,HGNC:14004,33,29
ARG1,HGNC:663,55,29
BRWD3,HGNC:17342,38,29
CACNA1G,HGNC:1394,56,29
CCNO,HGNC:18576,51,29
COG7,HGNC:18622,40,29
COL4A5,HGNC:2207,505,29
COL9A2,HGNC:2218,57,29
CYP1B1,HGNC:2597,55,29
EZH2,HGNC:3527,52,29
G6PC,HGNC:4056,74,29
IDH3B,HGNC:5385,30,29
KCND2,HGNC:6238,31,29
MCOLN1,HGNC:13356,56,29
NDUFV1,HGNC:7716,51,29
NYX,HGNC:8082,38,29
ORC1,HGNC:8487,44,29
PHKA2,HGNC:8926,73,29
PIGV,HGNC:26031,41,29
RDH12,HGNC:19977,70,29
RSPH1,HGNC:12371,42,29
SERPINC1,HGNC:775,53,29
SH3PXD2B,HGNC:29242,50,29
SLC4A11,HGNC:16438,41,29
TBL1XR1,HGNC:29529,60,29
ACAT1,HGNC:93,55,28
ANKRD26,HGNC:29186,78,28
ASAH1,HGNC:735,49,28
BCHE,HGNC:983,62,28
CATSPER1,HGNC:17116,35,28
CHIT1,HGNC:1936,43,28
COMP,HGNC:2227,60,28
COQ4,HGNC:19693,40,28
CYP7A1,HGNC:2651,31,28
EDAR,HGNC:2895,56,28
EFEMP1,HGNC:3218,34,28
ENPP1,HGNC:3356,48,28
G6PC3,HGNC:24861,38,28
KCNQ4,HGNC:6298,45,28
KLF11,HGNC:11811,40,28
LAMC2,HGNC:6493,83,28
MAGEL2,HGNC:6814,78,28
MAGI2,HGNC:18957,35,28
MANBA,HGNC:6831,39,28
MPI,HGNC:7216,48,28
MPL,HGNC:7217,55,28
MTHFR,HGNC:7436,83,28
OTOA,HGNC:16378,41,28
PHGDH,HGNC:8923,41,28
RBFOX3,HGNC:27097,35,28
RTN2,HGNC:10468,41,28
SLC39A4,HGNC:17129,54,28
SMARCA2,HGNC:11098,99,28
STX1B,HGNC:18539,45,28
TBX5,HGNC:11604,107,28
TYRP1,HGNC:12450,39,28
WDR45,HGNC:28912,62,28
AKR1D1,HGNC:388,31,27
ATP6V0A4,HGNC:866,44,27
CD8A,HGNC:1706,29,27
CEP120,HGNC:26690,35,27
CIZ1,HGNC:16744,35,27
CLCC1,HGNC:29675,27,27
DCDC2,HGNC:18141,39,27
DDHD2,HGNC:29106,41,27
DKC1,HGNC:2890,50,27
DLD,HGNC:2898,51,27
DNAJC5,HGNC:16235,32,27
EPHA2,HGNC:3386,54,27
ERCC8,HGNC:3439,43,27
FOXRED1,HGNC:26927,48,27
GDF6,HGNC:4221,37,27
GNAO1,HGNC:4389,63,27
GRHPR,HGNC:4570,59,27
GYS2,HGNC:4707,52,27
IFT81,HGNC:14313,31,27
IGFALS,HGNC:5468,40,27
IL12B,HGNC:5970,36,27
KRT9,HGNC:6447,34,27
MASP2,HGNC:6902,43,27
MAT1A,HGNC:6903,40,27
NEUROD1,HGNC:7762,32,27
OPA3,HGNC:8142,41,27
PHKA1,HGNC:8925,44,27
POLR3A,HGNC:30074,43,27
RAB27A,HGNC:9766,38,27
RAX2,HGNC:18286,36,27
RCBTB1,HGNC:18243,28,27
RNASEH2B,HGNC:25671,43,27
RNASEH2C,HGNC:24116,30,27
RRAS,HGNC:10447,33,27
TMEM70,HGNC:26050,48,27
TNFSF12,HGNC:11927,27,27
VIPAS39,HGNC:20347,33,27
ZFPM2,HGNC:16700,46,27
ACAN,HGNC:319,53,26
ACSF3,HGNC:27288,53,26
ACTG1,HGNC:144,51,26
ADAMTS10,HGNC:13201,39,26
AMACR,HGNC:451,36,26
ARID1A,HGNC:11110,76,26
CCBE1,HGNC:29426,32,26
CCDC103,HGNC:32700,30,26
CORO1A,HGNC:2252,30,26
CTSA,HGNC:9251,37,26
CYP21A2,HGNC:2600,63,26
ENO3,HGNC:3354,34,26
F11,HGNC:3529,66,26
FBXO7,HGNC:13586,37,26
FOXC1,HGNC:3800,63,26
HPS6,HGNC:18817,37,26
LMBRD1,HGNC:23038,30,26
MESP2,HGNC:29659,44,26
NDUFS1,HGNC:7707,45,26
POLH,HGNC:9181,38,26
SARS2,HGNC:17697,35,26
SERPINH1,HGNC:1546,28,26
SLC45A2,HGNC:16472,39,26
SLCO1B1,HGNC:10959,38,26
SMC3,HGNC:2468,55,26
TWNK,HGNC:1160,70,26
TYMP,HGNC:3148,56,26
UNG,HGNC:12572,31,26
AGA,HGNC:318,54,25
ARSB,HGNC:714,66,25
BMP1,HGNC:1067,32,25
CFAP410,HGNC:1260,36,25
CHRNG,HGNC:1967,39,25
COL9A3,HGNC:2219,44,25
CPA1,HGNC:2296,35,25
CRX,HGNC:2383,52,25
CSTB,HGNC:2482,30,25
CTPS1,HGNC:2519,27,25
DGUOK,HGNC:2858,42,25
DHDDS,HGNC:20603,33,25
GNB3,HGNC:4400,26,25
GRIP1,HGNC:18708,35,25
GUSB,HGNC:4696,35,25
HADHB,HGNC:4803,40,25
HK1,HGNC:4922,32,25
IFNGR2,HGNC:5440,32,25
MMP9,HGNC:7176,38,25
NFKBIA,HGNC:7797,33,25
NHP2,HGNC:14377,27,25
PDHX,HGNC:21350,44,25
PEX3,HGNC:8858,29,25
PGM1,HGNC:8905,39,25
PHKG2,HGNC:8931,29,25
PRDM12,HGNC:13997,37,25
SLC25A20,HGNC:1421,34,25
SLC5A1,HGNC:11036,35,25
SLC6A20,HGNC:30927,30,25
TBK1,HGNC:11584,41,25
TGFBI,HGNC:11771,35,25
TUBGCP4,HGNC:16691,34,25
WDR72,HGNC:26790,34,25
ACADSB,HGNC:91,34,24
ADCY5,HGNC:236,51,24
ALG11,HGNC:32456,32,24
ARSI,HGNC:32521,26,24
ATP6AP2,HGNC:18305,29,24
AUTS2,HGNC:14262,59,24
CA4,HGNC:1375,34,24
CCDC88C,HGNC:19967,65,24
CD79A,HGNC:1698,26,24
CHCHD10,HGNC:15559,32,24
CHST3,HGNC:1971,32,24
COG4,HGNC:18620,39,24
CUL4B,HGNC:2555,43,24
DDC,HGNC:2719,41,24
DMP1,HGNC:2932,37,24
EPB42,HGNC:3381,29,24
FASTKD2,HGNC:29160,44,24
FGFR2,HGNC:3689,97,24
FRMD7,HGNC:8079,35,24
FSHR,HGNC:3969,33,24
GLE1,HGNC:4315,38,24
GPSM2,HGNC:29501,43,24
HABP2,HGNC:4798,33,24
HPD,HGNC:5147,35,24
HPS1,HGNC:5163,63,24
MOCOS,HGNC:18234,35,24
MYL4,HGNC:7585,27,24
NDE1,HGNC:17619,29,24
NIPA1,HGNC:17043,36,24
NPPA,HGNC:7939,30,24
OAT,HGNC:8091,38,24
OPHN1,HGNC:8148,42,24
PDGFRB,HGNC:8804,48,24
PFKM,HGNC:8877,31,24
PKP1,HGNC:9023,37,24
PSAT1,HGNC:19129,30,24
SALL1,HGNC:10524,68,24
SCN2B,HGNC:10589,27,24
SHANK3,HGNC:14294,74,24
SLC35A2,HGNC:11022,53,24
TCTN1,HGNC:26113,34,24
TP63,HGNC:15979,67,24
TUSC3,HGNC:30242,26,24
XIAP,HGNC:592,42,24
ACOX1,HGNC:119,37,23
ALG14,HGNC:28287,27,23
B3GLCT,HGNC:20207,32,23
CCT2,HGNC:1615,23,23
CD27,HGNC:11922,26,23
CFI,HGNC:5394,46,23
CYP2U1,HGNC:20582,36,23
DLL3,HGNC:2909,35,23
ERCC3,HGNC:3435,26,23
FASLG,HGNC:11936,30,23
FKBP14,HGNC:18625,30,23
FZD4,HGNC:4042,43,23
GDF2,HGNC:4217,35,23
GHRHR,HGNC:4266,30,23
GJA1,HGNC:4274,46,23
GJA8,HGNC:4281,43,23
HMBS,HGNC:4982,65,23
IL17F,HGNC:16404,27,23
IRF6,HGNC:6121,49,23
KIFBP,HGNC:23419,28,23
PIEZO2,HGNC:26270,65,23
PKLR,HGNC:9020,32,23
PLN,HGNC:9080,28,23
POU4F3,HGNC:9220,29,23
RARS2,HGNC:21406,68,23
REEP6,HGNC:30078,26,23
RIPK4,HGNC:496,32,23
SALL4,HGNC:15924,46,23
SHANK2,HGNC:14295,45,23
SLC6A5,HGNC:11051,52,23
SUOX,HGNC:11460,44,23
SURF1,HGNC:11474,59,23
TMEM216,HGNC:25018,34,23
TSEN2,HGNC:28422,34,23
TSPEAR,HGNC:1268,44,23
UNC119,HGNC:12565,29,23
VAPB,HGNC:12649,28,23
VDR,HGNC:12679,31,23
ZFYVE27,HGNC:26559,34,23
AUH,HGNC:890,33,22
BCKDK,HGNC:16902,24,22
CDH15,HGNC:1754,46,22
CLCN7,HGNC:2025,35,22
CTF1,HGNC:2499,29,22
CYP24A1,HGNC:2602,37,22
CYP4F22,HGNC:26820,38,22
DCAF17,HGNC:25784,31,22
EIF2B3,HGNC:3259,28,22
EIF2B5,HGNC:3261,45,22
ERBB2,HGNC:3430,39,22
EYA1,HGNC:3519,66,22
FERMT1,HGNC:15889,31,22
GNAT2,HGNC:4394,28,22
ISG15,HGNC:4053,26,22
KAT6A,HGNC:13013,78,22
KIF21A,HGNC:19349,56,22
LEMD3,HGNC:28887,39,22
LIPC,HGNC:6619,27,22
MAPT,HGNC:6893,63,22
NODAL,HGNC:7865,33,22
NRAS,HGNC:7989,39,22
NUBPL,HGNC:20278,32,22
PGAM2,HGNC:8889,27,22
POGZ,HGNC:18801,70,22
PRIMA1,HGNC:18319,22,22
PRODH,HGNC:9453,32,22
RDH5,HGNC:9940,34,22
RFT1,HGNC:30220,41,22
SHROOM4,HGNC:29215,41,22
TRIM37,HGNC:7523,30,22
TRIO,HGNC:12303,62,22
WNK4,HGNC:14544,65,22
ZNF407,HGNC:19904,48,22
AHCY,HGNC:343,27,21
AICDA,HGNC:13203,28,21
ALG8,HGNC:23161,34,21
AMPD2,HGNC:469,26,21
ASRGL1,HGNC:16448,22,21
ASXL3,HGNC:29357,64,21
BMPER,HGNC:24154,27,21
C2CD3,HGNC:24564,49,21
CD3D,HGNC:1673,22,21
CFHR5,HGNC:24668,39,21
COL10A1,HGNC:2185,48,21
DHODH,HGNC:2867,26,21
FBP1,HGNC:3606,44,21
FMO3,HGNC:3771,35,21
GCSH,HGNC:4208,24,21
GGCX,HGNC:4247,27,21
GH1,HGNC:4261,27,21
GJA3,HGNC:4277,32,21
GRM1,HGNC:4593,31,21
IBA57,HGNC:27302,31,21
KARS1,HGNC:6215,33,21
L2HGDH,HGNC:20499,35,21
NPHS2,HGNC:13394,53,21
PDHA1,HGNC:8806,80,21
PEX19,HGNC:9713,24,21
RPGR,HGNC:10295,70,21
RSPH9,HGNC:21057,28,21
SLC1A3,HGNC:10941,31,21
SLC4A1,HGNC:11027,53,21
SRCAP,HGNC:16974,70,21
STRA6,HGNC:30650,47,21
TIA1,HGNC:11802,25,21
TRPC6,HGNC:12338,32,21
USP9X,HGNC:12632,39,21
ZNF335,HGNC:15807,45,21
AGK,HGNC:21869,34,20
BCORL1,HGNC:25657,24,20
C2,HGNC:1248,25,20
