symbol,hgnc_id,num_unique_missense,num_unique_missense_vus
DDOST,HGNC:2728,13,6
DLX3,HGNC:2916,12,6
DNAJC19,HGNC:30528,8,6
DSPP,HGNC:3054,22,6
EEF2,HGNC:3214,9,6
EPS8,HGNC:3420,19,6
FGF23,HGNC:3680,19,6
FIGLA,HGNC:24669,12,6
GATA5,HGNC:15802,9,6
GM2A,HGNC:4367,12,6
GMPPA,HGNC:22923,10,6
GNA11,HGNC:4379,7,6
HAMP,HGNC:15598,9,6
HCN2,HGNC:4846,8,6
HDAC8,HGNC:13315,36,6
HESX1,HGNC:4877,12,6
HTRA2,HGNC:14348,9,6
KATNAL2,HGNC:25387,10,6
KIF4A,HGNC:13339,10,6
KLF1,HGNC:6345,22,6
KMT2B,HGNC:15840,36,6
LCAT,HGNC:6522,9,6
LEP,HGNC:6553,8,6
LHCGR,HGNC:6585,28,6
MAFB,HGNC:6408,13,6
MME,HGNC:7154,14,6
MSX1,HGNC:7391,17,6
MSX2,HGNC:7392,11,6
MUC5B,HGNC:7516,78,6
MYCN,HGNC:7559,25,6
NARS2,HGNC:26274,21,6
NFKB1,HGNC:7794,21,6
NFU1,HGNC:16287,12,6
NLRP1,HGNC:14374,28,6
NR1I3,HGNC:7969,9,6
NR2F2,HGNC:7976,12,6
NSDHL,HGNC:13398,21,6
OCLN,HGNC:8104,15,6
OGDH,HGNC:8124,11,6
ORC4,HGNC:8490,14,6
PDE6G,HGNC:8789,7,6
PGAP2,HGNC:17893,13,6
PGAP3,HGNC:23719,18,6
PHC1,HGNC:3182,7,6
PIGT,HGNC:14938,23,6
PLAU,HGNC:9052,24,6
PLCB4,HGNC:9059,26,6
PPM1K,HGNC:25415,9,6
PSPH,HGNC:9577,16,6
RAD51B,HGNC:9822,10,6
RBPJ,HGNC:5724,9,6
RIPOR2,HGNC:13872,24,6
RP9,HGNC:10288,11,6
RPIA,HGNC:10297,9,6
SDHAF1,HGNC:33867,7,6
SFTPC,HGNC:10802,18,6
SIN3A,HGNC:19353,20,6
SIX1,HGNC:10887,13,6
SLC35A1,HGNC:11021,9,6
SLC4A10,HGNC:13811,6,6
SLC6A9,HGNC:11056,12,6
SLURP1,HGNC:18746,10,6
SMAD9,HGNC:6774,9,6
SNAI2,HGNC:11094,8,6
SOST,HGNC:13771,8,6
TAB2,HGNC:17075,8,6
TACO1,HGNC:24316,13,6
TGIF1,HGNC:11776,14,6
TMEM132E,HGNC:26991,10,6
USB1,HGNC:25792,11,6
VAMP1,HGNC:12642,6,6
VAX1,HGNC:12660,7,6
YARS2,HGNC:24249,27,6
ABCA13,HGNC:14638,27,5
ACVR1,HGNC:171,13,5
ANKH,HGNC:15492,13,5
ANOS1,HGNC:6211,32,5
APOA1,HGNC:600,13,5
AQP2,HGNC:634,21,5
ATP2B2,HGNC:815,8,5
ATXN1,HGNC:10548,13,5
BDP1,HGNC:13652,33,5
BFSP1,HGNC:1040,17,5
BICC1,HGNC:19351,9,5
BOLA3,HGNC:24415,5,5
CALM1,HGNC:1442,15,5
CALM3,HGNC:1449,10,5
CASQ1,HGNC:1512,11,5
CHD3,HGNC:1918,11,5
CILK1,HGNC:21219,7,5
CLCN2,HGNC:2020,22,5
COL27A1,HGNC:22986,49,5
COQ2,HGNC:25223,23,5
COX20,HGNC:26970,10,5
CRYGC,HGNC:2410,10,5
CSNK2A1,HGNC:2457,16,5
DCN,HGNC:2705,13,5
DIAPH3,HGNC:15480,22,5
EBF3,HGNC:19087,25,5
ECEL1,HGNC:3147,21,5
ERLIN1,HGNC:16947,5,5
EZR,HGNC:12691,8,5
FAT1,HGNC:3595,49,5
FDXR,HGNC:3642,14,5
FTSJ1,HGNC:13254,13,5
GABRA6,HGNC:4080,9,5
GLMN,HGNC:14373,26,5
GNMT,HGNC:4415,5,5
GNRHR,HGNC:4421,15,5
HNRNPK,HGNC:5044,11,5
IFITM5,HGNC:16644,14,5
IGF1,HGNC:5464,6,5
KCNE5,HGNC:6241,8,5
KIF14,HGNC:19181,25,5
KMT5B,HGNC:24283,9,5
LIG3,HGNC:6600,12,5
LIPT1,HGNC:29569,11,5
MCFD2,HGNC:18451,5,5
MEIS2,HGNC:7001,10,5
MIP,HGNC:7103,13,5
NALCN,HGNC:19082,29,5
NDUFA11,HGNC:20371,8,5
NDUFB3,HGNC:7698,8,5
NDUFS6,HGNC:7713,11,5
NDUFV2,HGNC:7717,9,5
NID1,HGNC:7821,20,5
NKX3-2,HGNC:951,13,5
NSD2,HGNC:12766,15,5
OSTM1,HGNC:21652,11,5
PCK2,HGNC:8725,14,5
PDE6H,HGNC:8790,5,5
PNPT1,HGNC:23166,23,5
PTDSS1,HGNC:9587,12,5
RAB18,HGNC:14244,7,5
RHOH,HGNC:686,6,5
RMND1,HGNC:21176,20,5
SAMD9L,HGNC:1349,16,5
SC5D,HGNC:10547,7,5
SLC25A3,HGNC:10989,6,5
SLC9A3R1,HGNC:11075,7,5
SMOC1,HGNC:20318,13,5
SNRPN,HGNC:11164,5,5
SOX11,HGNC:11191,17,5
STAG1,HGNC:11354,14,5
STT3B,HGNC:30611,7,5
TBR1,HGNC:11590,26,5
TCF12,HGNC:11623,13,5
TNNI2,HGNC:11946,8,5
TPI1,HGNC:12009,6,5
TRIP12,HGNC:12306,15,5
TTI2,HGNC:26262,11,5
VIM,HGNC:12692,8,5
WARS2,HGNC:12730,10,5
ZNF81,HGNC:13156,13,5
ACTG2,HGNC:145,21,4
ACY1,HGNC:177,13,4
ADCY1,HGNC:232,7,4
ADK,HGNC:257,7,4
AMER1,HGNC:26837,44,4
APRT,HGNC:626,6,4
ARL2BP,HGNC:17146,6,4
ATP5F1A,HGNC:823,7,4
ATXN3,HGNC:7106,9,4
B9D2,HGNC:28636,7,4
BCL11A,HGNC:13221,20,4
BCL11B,HGNC:13222,13,4
BCR,HGNC:1014,11,4
BMP15,HGNC:1068,13,4
C1GALT1C1,HGNC:24338,7,4
CD40,HGNC:11919,6,4
CERT1,HGNC:2205,13,4
CHD1,HGNC:1915,6,4
CLCNKA,HGNC:2026,13,4
CLP1,HGNC:16999,6,4
CLTC,HGNC:2092,15,4
COL4A6,HGNC:2208,25,4
CTNND2,HGNC:2516,8,4
DARS1,HGNC:2678,11,4
DOCK6,HGNC:19189,33,4
EED,HGNC:3188,8,4
EFNB1,HGNC:3226,21,4
EIF2AK2,HGNC:9437,4,4
EIF2B1,HGNC:3257,5,4
EOGT,HGNC:28526,9,4
F12,HGNC:3530,13,4
FAR1,HGNC:26222,9,4
FBXO11,HGNC:13590,9,4
FCSK,HGNC:29500,6,4
FECH,HGNC:3647,16,4
FLG,HGNC:3748,44,4
FN1,HGNC:3778,30,4
FSHB,HGNC:3964,7,4
GATAD2B,HGNC:30778,26,4
GDF3,HGNC:4218,9,4
GDNF,HGNC:4232,8,4
GPR143,HGNC:20145,18,4
GRID2,HGNC:4576,8,4
GRIN2D,HGNC:4588,5,4
HAND1,HGNC:4807,5,4
HNRNPH2,HGNC:5042,8,4
HSD11B2,HGNC:5209,7,4
HTT,HGNC:4851,7,4
HYDIN,HGNC:19368,11,4
IGF2,HGNC:5466,6,4
INPPL1,HGNC:6080,10,4
INS,HGNC:6081,14,4
KCNK9,HGNC:6283,6,4
KCNQ5,HGNC:6299,6,4
KDM5B,HGNC:18039,9,4
KIF5C,HGNC:6325,10,4
KISS1R,HGNC:4510,8,4
MED17,HGNC:2375,16,4
MFAP5,HGNC:29673,7,4
MSTO1,HGNC:29678,10,4
MTAP,HGNC:7413,9,4
MYO18B,HGNC:18150,40,4
MYO1F,HGNC:7600,14,4
MYO5A,HGNC:7602,14,4
NBAS,HGNC:15625,46,4
NDUFA2,HGNC:7685,5,4
NDUFAF4,HGNC:21034,8,4
NFIA,HGNC:7784,15,4
NOG,HGNC:7866,8,4
NOP10,HGNC:14378,6,4
NOS1AP,HGNC:16859,7,4
NUP62,HGNC:8066,10,4
NUP93,HGNC:28958,13,4
OBSCN,HGNC:15719,90,4
OGT,HGNC:8127,7,4
OSBPL2,HGNC:15761,6,4
PDP1,HGNC:9279,5,4
PIK3R5,HGNC:30035,8,4
POF1B,HGNC:13711,13,4
PORCN,HGNC:17652,21,4
POU1F1,HGNC:9210,9,4
PRSS56,HGNC:39433,8,4
PTPN23,HGNC:14406,9,4
RAB33B,HGNC:16075,5,4
RASGRP2,HGNC:9879,5,4
RBM10,HGNC:9896,12,4
REEP2,HGNC:17975,6,4
RFX6,HGNC:21478,17,4
RLIM,HGNC:13429,8,4
RNF135,HGNC:21158,11,4
RPS10,HGNC:10383,8,4
SAMD9,HGNC:1348,33,4
SIX6,HGNC:10892,11,4
SLC26A5,HGNC:9359,9,4
SLC6A17,HGNC:31399,7,4
STAG2,HGNC:11355,10,4
STAMBP,HGNC:16950,16,4
TACSTD2,HGNC:11530,9,4
TBC1D20,HGNC:16133,5,4
TBC1D4,HGNC:19165,16,4
TBX15,HGNC:11594,7,4
TBX6,HGNC:11605,9,4
TYROBP,HGNC:12449,8,4
WDR26,HGNC:21208,10,4
ZC4H2,HGNC:24931,16,4
ZSWIM6,HGNC:29316,12,4
ACADL,HGNC:88,4,3
AFF4,HGNC:17869,14,3
AGMO,HGNC:33784,7,3
AGO1,HGNC:3262,3,3
AP1S1,HGNC:559,4,3
AP2S1,HGNC:565,6,3
AP3B2,HGNC:567,10,3
AP4S1,HGNC:575,7,3
APOA2,HGNC:601,3,3
ARHGAP24,HGNC:25361,6,3
ARL6IP1,HGNC:697,4,3
ASXL2,HGNC:23805,25,3
ATXN2,HGNC:10555,3,3
B2M,HGNC:914,4,3
BRPF1,HGNC:14255,17,3
CABP2,HGNC:1385,6,3
CCN6,HGNC:12771,21,3
CDC14A,HGNC:1718,8,3
CERS3,HGNC:23752,8,3
CHRNA3,HGNC:1957,6,3
CKAP2L,HGNC:26877,15,3
COX6B1,HGNC:2280,3,3
DCPS,HGNC:29812,11,3
DDX11,HGNC:2736,19,3
DDX41,HGNC:18674,10,3
DENND5A,HGNC:19344,5,3
DGAT1,HGNC:2843,12,3
DHX30,HGNC:16716,6,3
DIABLO,HGNC:21528,8,3
DMPK,HGNC:2933,5,3
DNAH7,HGNC:18661,47,3
DOCK3,HGNC:2989,6,3
DRD3,HGNC:3024,7,3
DUOXA2,HGNC:32698,10,3
EFL1,HGNC:25789,13,3
EMX2,HGNC:3341,5,3
EPB41L1,HGNC:3378,14,3
EPRS1,HGNC:3418,7,3
ERCC1,HGNC:3433,5,3
ERMARD,HGNC:21056,25,3
FBXL4,HGNC:13601,19,3
FMN1,HGNC:3768,27,3
GANAB,HGNC:4138,10,3
GEMIN5,HGNC:20043,11,3
GFER,HGNC:4236,16,3
GNB1,HGNC:4396,16,3
GP1BB,HGNC:4440,6,3
GPRASP1,HGNC:24834,4,3
GYG2,HGNC:4700,14,3
H1-4,HGNC:4718,18,3
HBD,HGNC:4829,4,3
HCCS,HGNC:4837,9,3
HNRNPA2B1,HGNC:5033,4,3
HOMER2,HGNC:17513,6,3
HOXD10,HGNC:5133,8,3
HOXD13,HGNC:5136,10,3
HSD17B3,HGNC:5212,20,3
IARS2,HGNC:29685,13,3
IL11RA,HGNC:5967,7,3
INO80,HGNC:26956,6,3
IRAK3,HGNC:17020,5,3
KCNH1,HGNC:6250,16,3
KIF2A,HGNC:6318,9,3
LMNB1,HGNC:6637,6,3
LOX,HGNC:6664,9,3
LRP1,HGNC:6692,14,3
MAP3K7,HGNC:6859,7,3
MAPK8IP3,HGNC:6884,12,3
MCM2,HGNC:6944,13,3
ME2,HGNC:6984,3,3
MGP,HGNC:7060,8,3
MID2,HGNC:7096,5,3
MLPH,HGNC:29643,8,3
MOCS2,HGNC:7193,10,3
MPO,HGNC:7218,9,3
MSRB3,HGNC:27375,4,3
MSTN,HGNC:4223,12,3
NBEA,HGNC:7648,10,3
NDUFAF7,HGNC:28816,9,3
NR0B1,HGNC:7960,39,3
NSMF,HGNC:29843,3,3
NTRK2,HGNC:8032,5,3
PABPN1,HGNC:8565,6,3
PARS2,HGNC:30563,7,3
PAX5,HGNC:8619,6,3
PCBD1,HGNC:8646,5,3
PCDH12,HGNC:8657,20,3
PDE11A,HGNC:8773,17,3
PDSS2,HGNC:23041,12,3
PITX1,HGNC:9004,6,3
PLOD3,HGNC:9083,15,3
PLPBP,HGNC:9457,7,3
PNPLA8,HGNC:28900,8,3
POC1A,HGNC:24488,10,3
PODXL,HGNC:9171,12,3
PPP1CB,HGNC:9282,9,3
PPP2R1A,HGNC:9302,12,3
PPP2R2B,HGNC:9305,3,3
PPP2R5D,HGNC:9312,14,3
RARS1,HGNC:9870,14,3
RNF216,HGNC:21698,12,3
RPL35A,HGNC:10345,8,3
S1PR2,HGNC:3169,7,3
SEC63,HGNC:21082,15,3
SELE,HGNC:10718,6,3
SEMA3A,HGNC:10723,12,3
SLC24A5,HGNC:20611,7,3
SLC39A14,HGNC:20858,5,3
SLC6A19,HGNC:27960,9,3
SLC9A9,HGNC:20653,7,3
SLFN14,HGNC:32689,5,3
SNCA,HGNC:11138,5,3
SNIP1,HGNC:30587,10,3
SORL1,HGNC:11185,22,3
SOX3,HGNC:11199,16,3
SPTBN4,HGNC:14896,12,3
SRY,HGNC:11311,8,3
SSR4,HGNC:11326,4,3
STT3A,HGNC:6172,3,3
SUGCT,HGNC:16001,5,3
SYCP3,HGNC:18130,5,3
SYP,HGNC:11506,7,3
TANC2,HGNC:30212,5,3
TBCK,HGNC:28261,17,3
TBP,HGNC:11588,7,3
TBX21,HGNC:11599,3,3
TCF3,HGNC:11633,14,3
TFAP2A,HGNC:11742,23,3
TGFB1,HGNC:11766,9,3
TMEM240,HGNC:25186,7,3
TMLHE,HGNC:18308,5,3
TNC,HGNC:5318,25,3
TRIM63,HGNC:16007,5,3
TRRAP,HGNC:12347,8,3
UBE2A,HGNC:12472,6,3
UCHL1,HGNC:12513,5,3
UCP2,HGNC:12518,9,3
UCP3,HGNC:12519,5,3
UROC1,HGNC:26444,15,3
USP7,HGNC:12630,4,3
VKORC1,HGNC:23663,8,3
VPS13C,HGNC:23594,33,3
WDR11,HGNC:13831,9,3
WDR36,HGNC:30696,5,3
WDR81,HGNC:26600,10,3
XYLT2,HGNC:15517,16,3
ZNF41,HGNC:13107,11,3
ABCB6,HGNC:47,7,2
ABL1,HGNC:76,10,2
ACTN1,HGNC:163,12,2
ADIPOQ,HGNC:13633,5,2
ADRA2B,HGNC:282,6,2
AHNAK,HGNC:347,44,2
AHNAK2,HGNC:20125,11,2
AMH,HGNC:464,9,2
APAF1,HGNC:576,7,2
APOA5,HGNC:17288,7,2
APOC2,HGNC:609,5,2
APOE,HGNC:613,7,2
ARCN1,HGNC:649,5,2
ARHGAP29,HGNC:30207,5,2
ARV1,HGNC:29561,8,2
ASB18,HGNC:19770,2,2
ASCC3,HGNC:18697,8,2
ASCL1,HGNC:738,9,2
ATF2,HGNC:784,2,2
ATIC,HGNC:794,13,2
ATP10A,HGNC:13542,20,2
ATP6V1A,HGNC:851,5,2
ATP6V1B2,HGNC:854,8,2
ATXN7,HGNC:10560,10,2
AVP,HGNC:894,6,2
BAZ1B,HGNC:961,6,2
BCAP31,HGNC:16695,7,2
BRD2,HGNC:1103,8,2
BRSK2,HGNC:11405,2,2
C1S,HGNC:1247,7,2
C5,HGNC:1331,12,2
C8A,HGNC:1352,13,2
C8B,HGNC:1353,6,2
C8G,HGNC:1354,3,2
CA8,HGNC:1382,3,2
CACNA1B,HGNC:1389,12,2
CACNG2,HGNC:1406,2,2
CAPN1,HGNC:1476,8,2
CAV1,HGNC:1527,7,2
CCDC8,HGNC:25367,11,2
CD209,HGNC:1641,2,2
CD22,HGNC:1643,5,2
CD59,HGNC:1689,2,2
CDC45,HGNC:1739,4,2
CDK11A,HGNC:1730,2,2
CDK16,HGNC:8749,2,2
CDSN,HGNC:1802,11,2
CELF5,HGNC:14058,2,2
CEMIP,HGNC:29213,11,2
CFHR4,HGNC:16979,4,2
CHCHD2,HGNC:21645,3,2
CHEK1,HGNC:1925,3,2
CHMP1A,HGNC:8740,3,2
CITED2,HGNC:1987,6,2
CLPTM1L,HGNC:24308,2,2
CLTCL1,HGNC:2093,18,2
CNKSR1,HGNC:19700,12,2
CNOT1,HGNC:7877,3,2
CNTNAP1,HGNC:8011,8,2
COL25A1,HGNC:18603,4,2
COQ8B,HGNC:19041,10,2
COX4I2,HGNC:16232,3,2
COX7B,HGNC:2291,3,2
CRADD,HGNC:2340,4,2
CREB3L1,HGNC:18856,8,2
CRH,HGNC:2355,4,2
CRYBA1,HGNC:2394,8,2
CRYGB,HGNC:2409,5,2
CRYGS,HGNC:2417,3,2
CSNK2B,HGNC:2460,4,2
CTBP1,HGNC:2494,3,2
CYC1,HGNC:2579,4,2
DAAM1,HGNC:18142,3,2
DCAF8,HGNC:24891,3,2
DCC,HGNC:2701,10,2
DDX53,HGNC:20083,6,2
DDX58,HGNC:19102,12,2
DHFR,HGNC:2861,3,2
DIP2B,HGNC:29284,6,2
DLL1,HGNC:2908,7,2
DNAJC21,HGNC:27030,10,2
DRD5,HGNC:3026,3,2
DSTYK,HGNC:29043,5,2
DVL1,HGNC:3084,22,2
EBP,HGNC:3133,33,2
EDN1,HGNC:3176,6,2
EDNRA,HGNC:3179,2,2
EPS8L2,HGNC:21296,5,2
FAM50A,HGNC:18786,4,2
FBXO41,HGNC:29409,2,2
FGF10,HGNC:3666,14,2
FGF3,HGNC:3681,5,2
FGF8,HGNC:3686,11,2
FLT4,HGNC:3767,16,2
FRMD1,HGNC:21240,5,2
GINS3,HGNC:25851,2,2
GLYCTK,HGNC:24247,7,2
GLYR1,HGNC:24434,2,2
GNAI3,HGNC:4387,4,2
GNB1L,HGNC:4397,6,2
GPD2,HGNC:4456,3,2
GRHL3,HGNC:25839,12,2
GRIA4,HGNC:4574,5,2
GRIK3,HGNC:4581,3,2
GTPBP3,HGNC:14880,20,2
GUCA1A,HGNC:4678,2,2
GUCY2C,HGNC:4688,12,2
GUF1,HGNC:25799,10,2
H3-3A,HGNC:4764,4,2
H3-3B,HGNC:4765,2,2
HDAC6,HGNC:14064,7,2
HOXB1,HGNC:5111,5,2
HOXB6,HGNC:5117,2,2
HS6ST1,HGNC:5201,7,2
HSPH1,HGNC:16969,4,2
IGSF1,HGNC:5948,9,2
INTS1,HGNC:24555,10,2
IREB2,HGNC:6115,3,2
IRX4,HGNC:6129,3,2
ITGA11,HGNC:6136,3,2
JCAD,HGNC:29283,6,2
KATNIP,HGNC:29068,30,2
KCNK18,HGNC:19439,7,2
KITLG,HGNC:6343,5,2
KLHL9,HGNC:18732,3,2
KMT2E,HGNC:18541,6,2
KRT14,HGNC:6416,23,2
KRT8,HGNC:6446,5,2
LAMA5,HGNC:6485,51,2
LARP7,HGNC:24912,21,2
LIPE,HGNC:6621,18,2
LRFN5,HGNC:20360,2,2
LYZ,HGNC:6740,7,2
MAB21L2,HGNC:6758,4,2
MACF1,HGNC:13664,16,2
MCM6,HGNC:6949,2,2
MED13,HGNC:22474,15,2
MFF,HGNC:24858,2,2
MMP14,HGNC:7160,8,2
MRPS16,HGNC:14048,10,2
MS4A1,HGNC:7315,2,2
MTFMT,HGNC:29666,19,2
MTMR14,HGNC:26190,6,2
MYO9B,HGNC:7609,6,2
MYRF,HGNC:1181,6,2
NAXE,HGNC:18453,4,2
NCAPG2,HGNC:21904,8,2
NDP,HGNC:7678,15,2
NDUFB11,HGNC:20372,7,2
NEFH,HGNC:7737,20,2
NR0B2,HGNC:7961,6,2
OSGEP,HGNC:18028,7,2
OTUD4,HGNC:24949,2,2
P4HTM,HGNC:28858,2,2
PAX1,HGNC:8615,8,2
PDCD10,HGNC:8761,10,2
PHF21A,HGNC:24156,3,2
PHIP,HGNC:15673,19,2
PHLPP1,HGNC:20610,4,2
PIK3C2A,HGNC:8971,3,2
PITX3,HGNC:9006,3,2
PLEKHM1,HGNC:29017,2,2
PLG,HGNC:9071,16,2
PMS1,HGNC:9121,12,2
POC5,HGNC:26658,2,2
POFUT1,HGNC:14988,5,2
PPP1R15B,HGNC:14951,10,2
PPP1R3A,HGNC:9291,5,2
PRMT7,HGNC:25557,12,2
PRUNE2,HGNC:25209,12,2
PTH,HGNC:9606,3,2
PTPRF,HGNC:9670,8,2
PTPRQ,HGNC:9679,17,2
RAB39B,HGNC:16499,3,2
RAB40AL,HGNC:25410,5,2
RAD51,HGNC:9817,7,2
RNASEH1,HGNC:18466,4,2
RNF170,HGNC:25358,4,2
ROBO1,HGNC:10249,10,2
RPL19,HGNC:10312,2,2
RPL26,HGNC:10327,2,2
RPS24,HGNC:10411,7,2
SASS6,HGNC:25403,8,2
SCARF2,HGNC:19869,10,2
SCO2,HGNC:10604,4,2
SELP,HGNC:10721,5,2
SEMA5A,HGNC:10736,8,2
SERPINA3,HGNC:16,7,2
SERPINA6,HGNC:1540,2,2
SETD1A,HGNC:29010,4,2
SFTPD,HGNC:10803,8,2
SGPL1,HGNC:10817,4,2
SH2B3,HGNC:29605,6,2
SLC45A1,HGNC:17939,2,2
SLC4A3,HGNC:11029,4,2
SLC9A1,HGNC:11071,5,2
SMAD2,HGNC:6768,4,2
SMARCA1,HGNC:11097,6,2
SNAPC4,HGNC:11137,2,2
SNX14,HGNC:14977,6,2
SP7,HGNC:17321,4,2
SPECC1L,HGNC:29022,27,2
SPEF2,HGNC:26293,14,2
SPTBN1,HGNC:11275,2,2
STS,HGNC:11425,13,2
STUB1,HGNC:11427,6,2
STXBP5L,HGNC:30757,2,2
SYN2,HGNC:11495,2,2
SYT2,HGNC:11510,3,2
TAF2,HGNC:11536,6,2
TANGO2,HGNC:25439,10,2
TBC1D23,HGNC:25622,3,2
TBL1X,HGNC:11585,3,2
TBX18,HGNC:11595,9,2
TBXT,HGNC:11515,3,2
TCF20,HGNC:11631,28,2
TDP2,HGNC:17768,7,2
TELO2,HGNC:29099,23,2
TENM4,HGNC:29945,21,2
TFAP2B,HGNC:11743,5,2
TGDS,HGNC:20324,5,2
TGFBR3,HGNC:11774,8,2
THG1L,HGNC:26053,2,2
THOC6,HGNC:28369,7,2
TIMM44,HGNC:17316,8,2
TLL1,HGNC:11843,2,2
TLL2,HGNC:11844,6,2
TNFAIP3,HGNC:11896,9,2
TONSL,HGNC:7801,6,2
TOP2A,HGNC:11989,9,2
TRMT10A,HGNC:28403,6,2
TRPM3,HGNC:17992,3,2
TSPAN7,HGNC:11854,4,2
TUBB,HGNC:20778,11,2
TUBB2A,HGNC:12412,18,2
TUBB8,HGNC:20773,4,2
UBA2,HGNC:30661,3,2
UQCRQ,HGNC:29594,5,2
VAC14,HGNC:25507,5,2
VARS1,HGNC:12651,9,2
VPS53,HGNC:25608,10,2
WAC,HGNC:17327,23,2
WDR73,HGNC:25928,18,2
WDR87,HGNC:29934,10,2
WNT7A,HGNC:12786,5,2
XPR1,HGNC:12827,4,2
YY1,HGNC:12856,6,2
ZBTB20,HGNC:13503,27,2
ZCCHC8,HGNC:25265,7,2
ZDHHC15,HGNC:20342,3,2
ZEB1,HGNC:11642,14,2
ZIC1,HGNC:12872,5,2
ZMYM3,HGNC:13054,4,2
ZNF462,HGNC:21684,12,2
ZNF521,HGNC:24605,2,2
ABCA2,HGNC:32,8,1
ABCC3,HGNC:54,6,1
ABCD2,HGNC:66,1,1
ABL2,HGNC:77,3,1
ACACA,HGNC:84,1,1
ACAD11,HGNC:30211,1,1
ACER3,HGNC:16066,1,1
ACOT7,HGNC:24157,1,1
ACOX2,HGNC:120,7,1
ACP2,HGNC:123,4,1
ACTL6A,HGNC:24124,1,1
ADARB1,HGNC:226,1,1
ADGRG6,HGNC:13841,18,1
ADGRL1,HGNC:20973,2,1
ADPRS,HGNC:21304,5,1
ADSS1,HGNC:20093,6,1
AFDN,HGNC:7137,1,1
AGAP3,HGNC:16923,1,1
AIMP1,HGNC:10648,6,1
AKAP10,HGNC:368,1,1
AKAP6,HGNC:376,5,1
ALDH1A3,HGNC:409,7,1
ALDH2,HGNC:404,5,1
ALDOA,HGNC:414,1,1
ALOX15,HGNC:433,6,1
ALOX15B,HGNC:434,4,1
ALX1,HGNC:1494,5,1
AMELX,HGNC:461,3,1
ANKK1,HGNC:21027,6,1
ANKLE2,HGNC:29101,10,1
ANXA1,HGNC:533,1,1
AP1B1,HGNC:554,1,1
AP3D1,HGNC:568,5,1
AQP4,HGNC:637,5,1
ARAP3,HGNC:24097,1,1
AREL1,HGNC:20363,1,1
ARHGAP21,HGNC:23725,11,1
ARHGAP35,HGNC:4591,1,1
ARHGEF2,HGNC:682,2,1
ARMS2,HGNC:32685,4,1
ARNT2,HGNC:16876,4,1
ARSD,HGNC:717,3,1
ARSH,HGNC:32488,10,1
ARVCF,HGNC:728,11,1
ASPH,HGNC:757,5,1
ATG16L1,HGNC:21498,2,1
ATOH1,HGNC:797,4,1
ATP13A4,HGNC:25422,7,1
ATP1B1,HGNC:804,1,1
ATP5F1E,HGNC:838,1,1
ATP6V0A1,HGNC:865,1,1
ATP6V1E1,HGNC:857,3,1
ATXN10,HGNC:10549,1,1
AXIN1,HGNC:903,4,1
BASP1,HGNC:957,1,1
BCL3,HGNC:998,2,1
BDNF,HGNC:1033,2,1
BEND2,HGNC:28509,6,1
BLOC1S3,HGNC:20914,6,1
BMP7,HGNC:1074,3,1
BRD4,HGNC:13575,7,1
BUB1,HGNC:1148,4,1
C12orf4,HGNC:1184,2,1
C1QB,HGNC:1242,3,1
C1QC,HGNC:1245,5,1
C1R,HGNC:1246,3,1
C2orf42,HGNC:26056,1,1
C6,HGNC:1339,15,1
C9,HGNC:1358,7,1
CA1,HGNC:1368,4,1
CACNA1I,HGNC:1396,3,1
CAMK2A,HGNC:1460,2,1
CAMK2B,HGNC:1461,2,1
CARD8,HGNC:17057,3,1
CARMIL2,HGNC:27089,3,1
CATSPER2,HGNC:18810,2,1
CBX2,HGNC:1552,6,1
CCDC28B,HGNC:28163,2,1
CCDC88A,HGNC:25523,8,1
CCND2,HGNC:1583,7,1
CCNQ,HGNC:28434,5,1
CCR2,HGNC:1603,1,1
CD164,HGNC:1632,4,1
CD4,HGNC:1678,4,1
CD96,HGNC:16892,5,1
CD99,HGNC:7082,1,1
CDC5L,HGNC:1743,2,1
CDC7,HGNC:1745,1,1
CDCA7,HGNC:14628,2,1
CDH2,HGNC:1759,2,1
CDK6,HGNC:1777,3,1
CDKN1A,HGNC:1784,3,1
CDKN2B,HGNC:1788,1,1
CDX1,HGNC:1805,1,1
CELSR2,HGNC:3231,21,1
CEMIP2,HGNC:11869,1,1
CEP55,HGNC:1161,4,1
CFAP47,HGNC:26708,1,1
CFC1,HGNC:18292,5,1
CFD,HGNC:2771,2,1
CFP,HGNC:8864,6,1
CHMP4B,HGNC:16171,1,1
CHRD,HGNC:1949,3,1
CHRNA7,HGNC:1960,3,1
CHUK,HGNC:1974,2,1
CIDEC,HGNC:24229,5,1
CKAP5,HGNC:28959,1,1
CLCN3,HGNC:2021,2,1
CLDN10,HGNC:2033,1,1
CLIC5,HGNC:13517,16,1
CLUH,HGNC:29094,2,1
CNGA2,HGNC:2149,8,1
CNPY3,HGNC:11968,1,1
CNTN4,HGNC:2174,9,1
CNTN6,HGNC:2176,7,1
COA6,HGNC:18025,3,1
COA8,HGNC:20492,8,1
COL13A1,HGNC:2190,10,1
COL5A3,HGNC:14864,3,1
COLEC11,HGNC:17213,4,1
COQ7,HGNC:2244,6,1
COX14,HGNC:28216,2,1
CR1,HGNC:2334,1,1
CREB3L3,HGNC:18855,2,1
CSMD1,HGNC:14026,17,1
CTDP1,HGNC:2498,10,1
CTTNBP2,HGNC:15679,2,1
CUX1,HGNC:2557,3,1
CUX2,HGNC:19347,7,1
CXCR1,HGNC:6026,4,1
CYB5A,HGNC:2570,2,1
